# TOCFL vocabulary list, levels 1-5
西邊,2,N,與他人的關係
北,2,N,與他人的關係
北部,2,N,與他人的關係
北邊,2,N,與他人的關係
東,2,N,與他人的關係
東部,2,N,與他人的關係
東邊,2,N,與他人的關係
經過,2,Prep/N/VA,與他人的關係
轉,2,VS/VA,與他人的關係
掉,2,VS,與他人的關係
一直,2,Adv,與他人的關係
過去,2,N/VA,與他人的關係
最後,2,N,與他人的關係
動,2,VA,與他人的關係
躺,2,VA,與他人的關係
起,2,3/VS/N/VA/M,與他人的關係
停,2,VS,與他人的關係
中心,2,N,與他人的關係
外國,2,N,與他人的關係
護照,2,N,與他人的關係
行李,2,N,與他人的關係
出口,2,N/VA,與他人的關係
油,2,VS/N,與他人的關係
鑰匙,2,N,與他人的關係
袋子,2,N,與他人的關係
公里,2,M,與他人的關係
方向,2,N,與他人的關係
出現,2,VS,與他人的關係
交通,2,N,與他人的關係
臉,2,N,健康及身體照護
腿,2,N,健康及身體照護
腳,2,N,健康及身體照護
心,2,N,健康及身體照護
鼻,2,N,健康及身體照護
鼻子,2,N,健康及身體照護
背,2,N,健康及身體照護
嘴巴,2,N,健康及身體照護
脖子,2,N,健康及身體照護
感覺,2,VS/N,健康及身體照護
救護車,2,N,健康及身體照護
咳嗽,2,VA,健康及身體照護
發燒,2,VS,健康及身體照護
疼,2,VS,健康及身體照護
保險,2,VS/N,健康及身體照護
病,2,VS/N,健康及身體照護
看病,2,VA,健康及身體照護
病人,2,N,健康及身體照護
掛號,2,VA,健康及身體照護
牙刷,2,N,健康及身體照護
剪,2,VA,健康及身體照護
藥房,2,N,健康及身體照護
恢復,2,VS,健康及身體照護
救命,2,VA,健康及身體照護
影響,2,VA/N,健康及身體照護
飽,2,VS,購物
吃飽,2,VS,購物
簡單,2,VS,購物
書店,2,N,購物
超級市場,2,N,購物
超市,2,N,購物
戴,2,VA,購物
試,2,VA,購物
輕,2,VS,購物
重,2,Adv/VS,購物
流行,2,VS,購物
藍色,2,N,購物
綠色,2,N,購物
紅色,2,N,購物
黑色,2,N,購物
手錶,2,N,購物
錶,2,N,購物
付,2,M/VA,購物
襯衫,2,N,購物
毛衣,2,N,購物
大衣,2,N,購物
牛仔褲,2,N,購物
雨衣,2,N,購物
內衣,2,N,購物
帽子,2,N,購物
皮包,2,N,購物
外套,2,N,購物
乾,2,VS,購物
舊,2,VS,購物
價格,2,N,購物
價錢,2,N,購物
排隊,2,VA,購物
信用卡,2,N,購物
毛,2,M/N,購物
比較,2,Adv/N/VA,購物
樣子,2,N,購物
特別,2,Adv/VS,購物
一般,2,VS,購物
圓,2,VS/N,購物
光,2,Adv/VS,購物
看見,2,VA,購物
其他,2,Det,購物
聲音,2,N,購物
大聲,2,VS,購物
好像,2,Adv,購物
像,2,VA,購物
奇怪,2,VS,購物
死,2,Adv/VS,購物
髒,2,VS,購物
差不多,2,VS,購物
一共,2,Adv,購物
需要,2,VS/N,購物
牛排,2,N,飲食
米,2,N,飲食
三明治,2,N,飲食
西瓜,2,N,飲食
啤酒,2,N,飲食
紅茶,2,N,飲食
點菜,2,VA,飲食
包,2,M/VA,飲食
酸,2,VS,飲食
苦,2,VS,飲食
鹹,2,VS,飲食
辣,2,VS,飲食
點心,2,N,飲食
冰淇淋,2,N,飲食
餅乾,2,N,飲食
漢堡,2,N,飲食
青菜,2,N,飲食
鹽,2,N,飲食
糖,2,N,飲食
煮,2,VA,飲食
盤,2,M,飲食
條,2,M,飲食
位,2,M,飲食
種,2,M/VA,飲食
口,2,M/N,飲食
夠,2,Adv/VS,飲食
任何,2,Det,飲食
味道,2,N,飲食
香,2,VS,飲食
全部,2,Det,飲食
所有,2,Det,飲食
許多,2,Adv/Det,飲食
新鮮,2,VS,飲食
烤,2,VA,飲食
嚐,2,VA,飲食
裝,2,VA,飲食
刀,2,M/N,飲食
刀子,2,N,飲食
叉,2,N,飲食
叉子,2,N,飲食
湯匙,2,N,飲食
筷子,2,N,飲食
沒有,2,P,其他
別,2,Adv/VA,其他
不用,2,Adv,其他
不但,2,Conj,其他
只好,2,Adv,其他
正在,2,Adv,其他
馬上,2,Adv,其他
把,2,Prep/M,其他
被,2,Prep,其他
讓,2,Prep/VS/VA,其他
或,2,Conj,其他
或是,2,Conj,其他
然後,2,Adv,其他
但是,2,Conj,其他
而且,2,Conj,其他
雖然,2,Conj,其他
原來,2,Adv/VS,其他
也許,2,Adv,其他
為了,2,Prep,其他
必須,2,Adv/VS,其他
永遠,2,Adv,其他
邊,2,N,其他
邊兒,2,N,其他
那麼,2,Adv/Conj,其他
這麼,2,Adv,其他
本來,2,Adv/VS,其他
要是,2,Conj,其他
阿姨,3,N,
哎,3,P,
唉,3,P,
愛情,3,N,
愛惜,3,VS,
愛心,3,N,
安定,3,VS,
安排,3,VA/N,
安心,3,VS,
按,3,Prep/VA,
按照,3,Prep,
巴士,3,N,
把握,3,N/VA,
白,3,Adv/VS,
白白,3,Adv,
白菜,3,N,
白天,3,N,
擺,3,VA,
百貨公司,3,N,
班機,3,N,
搬家,3,VA,
辦,3,VA,
辦理,3,VA,
半天,3,N,
半夜,3,N,
幫助,3,VA,
榜樣,3,N,
棒,3,VS/M,
包含,3,VS,
寶貝,3,VS/N,
寶貴,3,VS,
保護,3,VA,
保守,3,VS,
保養,3,VA,
保證,3,VA/N,
保証,3,VA/N,
抱,3,VS/VA,
抱怨,3,VA,
報名,3,VA,
背包,3,N,
北方,3,N,
被動,3,VS,
背後,3,N,
背景,3,N,
輩子,3,N,
本人,3,N,
本子,3,N,
笨,3,VS,
逼,3,VA,
比如,3,Prep,
比如說,3,Prep,
畢竟,3,Adv,
避免,3,VA,
必要,3,VS/N,
鞭炮,3,N,
變成,3,VA,
變更,3,VA,
變化,3,VS/N,
便條,3,N,
標準,3,VS/N,
表,3,N,
表達,3,VA,
表面,3,N,
表示,3,VA,
表現,3,VA/N,
別的,3,Det,
冰,3,VS/N,
冰塊,3,N,
冰塊兒,3,N,
餅,3,N,
伯伯,3,N,
博士,3,N,
播,3,VA,
不必,3,Adv,
不斷,3,Adv/VS,
不過,3,Adv/Conj,
不見,3,VS,
不論,3,Conj,
不幸,3,VS,
不用說,3,Conj,
不得不,3,Adv,
不得了,3,VS,
不管,3,Conj,
不滿,3,VS,
不如,3,VS/Conj,
不少,3,VS/Det,
不足,3,VS,
部,3,M,
部分,3,Det/N,
部份,3,Det/N,
部門,3,N,
布,3,N,
布置,3,VA,
佈置,3,VA,
擦,3,VA,
猜,3,VA,
材料,3,N,
採用,3,VA,
餐桌,3,N,
參考,3,VA,
草地,3,N,
草原,3,N,
層,3,M,
曾,3,Adv,
曾經,3,Adv,
差別,3,N,
差異,3,N,
查,3,VA,
差點,3,Adv,
差一點,3,Adv,
差點兒,3,Adv,
差一點兒,3,Adv,
產品,3,N,
產生,3,VS,
常,3,Adv,
嘗試,3,N/VA,
嚐試,3,N/VA,
場,3,M,
超過,3,VS,
超級,3,VS,
炒,3,VA,
吵架,3,VA,
車禍,3,N,
趁,3,Prep,
成,3,VS/M/VA,
成果,3,N,
成就,3,VA/N,
成熟,3,VS,
成長,3,VS/N,
程度,3,N,
承認,3,VA,
誠實,3,VS,
吃喝玩樂,3,VA,
充實,3,VS,
重新,3,Adv,
蟲,3,N,
蟲子,3,N,
抽,3,VA,
醜,3,VS,
臭,3,VS,
初,3,Adv/N,
出版,3,VA,
出差,3,VA,
出門,3,VA,
出租,3,VA,
除了,3,Prep,
除夕,3,N,
廚師,3,N,
處理,3,VA,
傳統,3,VS/N,
串,3,M,
創造,3,VA,
吹,3,VA,
春節,3,N,
詞,3,N,
此,3,Det,
刺激,3,VS/VA/N,
從不,3,Adv,
從來,3,Adv,
從小,3,Adv,
醋,3,N,
存,3,VA,
存在,3,VA,
寸,3,M,
錯誤,3,N,
挫折,3,N,
答應,3,VA,
達成,3,VA,
打工,3,VA,
打架,3,VA,
打聽,3,VA,
打仗,3,VA,
打折,3,VA,
大大,3,VS,
大多數,3,Det,
大方,3,VS,
大概,3,Adv,
大會,3,N,
大陸,3,N,
大門,3,N,
大小,3,N,
大約,3,Adv,
袋,3,M,
代表,3,VS/VA/N,
代替,3,VA,
帶來,3,VA,
帶領,3,VA,
單純,3,VS,
單身,3,VS,
擔任,3,VA,
但,3,Adv/Conj,
淡,3,VS,
當場,3,Adv,
當地,3,N,
當面,3,Adv,
當年,3,N,
當天,3,N,
當中,3,N,
當作,3,VA,
當做,3,VA,
倒,3,Adv/VA,
島,3,N,
導演,3,VA/N,
到處,3,Adv,
到底,3,Adv/VS,
道德,3,N,
道教,3,N,
道理,3,N,
道歉,3,VA,
倒是,3,Adv,
得到,3,VS,
得意,3,VS,
得很,3,Adv,
的話,3,Conj,
燈光,3,N,
等等,3,N,
等待,3,VS,
低,3,VS,
敵人,3,N,
底,3,N,
底下,3,N,
抵達,3,VA,
地板,3,N,
地帶,3,N,
地點,3,N,
地理,3,N,
地區,3,N,
地攤,3,N,
地位,3,N,
地下,3,VS/N,
地形,3,N,
點兒,3,Adv,
電,3,N,
電車,3,N,
電池,3,N,
電燈,3,N,
店員,3,N,
調查,3,N/VA,
訂,3,VA,
東北,3,N,
東方,3,N,
東南,3,N,
懂事,3,VS,
逗,3,VA,
豆腐,3,N,
豆漿,3,N,
都市,3,N,
毒品,3,N,
獨特,3,VS,
讀者,3,N,
段,3,M,
堆,3,M/VA,
對方,3,N,
對話,3,N,
對了,3,VS,
對象,3,N,
多多少少,3,Adv,
多麼,3,Adv,
朵,3,M,
頓,3,Adv/M/VA,
嗯,3,P,
而,3,Conj,
兒童,3,N,
發,3,VS/M/VA,
發表,3,VA,
發財,3,VS,
發出,3,VA,
發達,3,VS,
發揮,3,VS,
發覺,3,VS,
發明,3,VA/N,
發脾氣,3,VA,
發票,3,N,
法律,3,N,
翻,3,VA,
翻譯,3,VA,
煩惱,3,VS/N,
反而,3,Conj,
反應,3,VA/N,
犯,3,VA,
範圍,3,N,
方面,3,N,
方式,3,N,
房東,3,N,
房客,3,N,
房屋,3,N,
訪問,3,VA,
放心,3,VS,
非,3,Adv/VA,
飛,3,VA,
費用,3,N,
分開,3,VS,
份,3,M/N,
封,3,M/VA,
豐富,3,VS,
風格,3,N,
風俗,3,N,
佛教,3,N,
否則,3,Conj,
夫婦,3,N,
符合,3,VS,
福利,3,N,
服裝,3,N,
腐敗,3,VS,
付出,3,VA,
負擔,3,VA/N,
負責,3,VS,
複習,3,VA,
該,3,Adv/VS/Det,
改,3,VA,
改變,3,VA/N,
改進,3,VA,
改善,3,VA,
改天,3,Adv,
蓋,3,N/VA,
概念,3,N,
敢,3,VS,
趕,3,VS/VA,
趕快,3,Adv,
趕上,3,VA,
感動,3,VS,
感想,3,N,
感興趣,3,VS,
剛,3,Adv,
高速,3,VS,
高中,3,N,
搞,3,VA,
歌曲,3,N,
歌星,3,N,
隔壁,3,N,
革命,3,N/VA,
個人,3,N,
個子,3,N,
各式各樣,3,VS,
各位,3,N,
根,3,M/N,
根據,3,Prep/N,
更加,3,Adv,
公尺,3,M,
公分,3,M,
公共,3,VS,
公克,3,M,
公路,3,N,
功夫,3,N,
功能,3,N,
工具,3,N,
工業,3,N,
恭喜,3,VS,
共,3,Adv/VS,
共同,3,Adv/VS,
貢獻,3,VA/N,
溝通,3,VA,
購買,3,VA,
姑娘,3,N,
古,3,VS,
古代,3,N,
古蹟,3,N,
古老,3,VS,
顧,3,VS,
故意,3,VS,
刮,3,VA,
乖,3,VS,
怪,3,Adv/VS,
觀察,3,VA,
觀點,3,N,
觀念,3,N,
觀眾,3,N,
管,3,VA,
罐,3,M,
廣播,3,VA/N,
廣場,3,N,
廣告,3,VA/N,
逛,3,VA,
逛街,3,VA,
規矩,3,VS/N,
規模,3,N,
鬼,3,N,
貴姓,3,VS,
櫃子,3,N,
國內,3,N,
國外,3,N,
國王,3,N,
國語,3,N,
過日子,3,VA,
嗨,3,P,
還好,3,Adv,
還要,3,Adv,
海報,3,N,
海灘,3,N,
海洋,3,N,
害,3,VA,
害怕,3,VS,
行,3,VS/M,
航空,3,N,
好處,3,N,
好好,3,Adv,
好好兒,3,Adv,
好幾,3,Det,
好了,3,P,
好些,3,Det,
盒,3,M,
合,3,VS/VA,
合唱,3,VA,
合作,3,VS,
黑,3,VS,
恨,3,VS/N,
恨不得,3,VS,
紅,3,VS,
紅包,3,N,
紅豆,3,N,
厚,3,VS,
忽然,3,Adv,
糊塗,3,VS,
互相,3,Adv,
花心,3,VS,
滑雪,3,VA,
畫家,3,N,
話說回來,3,Conj,
話題,3,N,
化妝品,3,N,
壞處,3,N,
環保,3,N,
黃,3,VS,
回想,3,VA,
會場,3,N,
會話,3,N,
會議,3,N,
婚禮,3,N,
婚姻,3,N,
混亂,3,VS,
活,3,VS/N,
或許,3,Adv,
基本,3,VS/N,
基礎,3,N,
基督教,3,N,
激動,3,VS,
激烈,3,VS,
積極,3,VS,
機器,3,N,
及,3,Conj,
急,3,VS,
極,3,Adv,
極了,3,Adv,
擠,3,VS/VA,
既,3,Conj,
記錄,3,N/VA,
記憶,3,VA/N,
季節,3,N,
紀念,3,VS/N,
技巧,3,N,
繼續,3,VA,
加,3,VA,
加強,3,VA,
加入,3,VA,
加上,3,Conj/VA,
加油,3,VA,
家鄉,3,N,
家長,3,N,
假,3,Prep/VS,
假如,3,Conj,
假裝,3,VA,
架,3,N/M/VA,
假日,3,N,
價值,3,VS/N,
肩膀,3,N,
堅持,3,VS,
堅強,3,VS,
減,3,VS,
減輕,3,VS,
減少,3,VS,
簡直,3,Adv,
見,3,VA,
建立,3,VA,
建設,3,VA/N,
建議,3,VA/N,
將來,3,N,
講價,3,VA,
講究,3,VS,
獎學金,3,N,
降低,3,VS,
醬油,3,N,
交流,3,VS,
交友,3,VA,
驕傲,3,VS,
郊區,3,N,
角度,3,N,
角色,3,N,
較,3,Adv/Prep,
教材,3,N,
教導,3,VA,
教法,3,N,
教練,3,N,
教授,3,VA/N,
教訓,3,VA/N,
教育,3,VA/N,
接觸,3,VA,
接受,3,VA,
接著,3,Adv,
結,3,N/VA,
結果,3,VA/Conj/N,
結局,3,N,
節,3,M,
節日,3,N,
解決,3,VA,
姊妹,3,N,
斤,3,M,
金,3,N,
金子,3,N,
緊,3,VS,
僅,3,Adv,
儘管,3,Adv/Conj,
盡,3,VS,
進行,3,VA,
進一步,3,Adv,
經,3,VA,
經費,3,N,
精神,3,N,
驚訝,3,VS,
酒吧,3,N,
救,3,VA,
舅舅,3,N,
舅媽,3,N,
就是,3,Adv/Conj,
就算,3,Conj,
就要,3,Adv,
居住,3,VA,
橘子,3,N,
舉,3,VA,
舉辦,3,VA,
舉手,3,VA,
舉行,3,VA,
句,3,M,
聚,3,VA,
劇本,3,N,
劇情,3,N,
拒絕,3,VA,
距離,3,Prep/N,
具有,3,VS,
絕對,3,Adv/VS,
軍隊,3,N,
軍人,3,N,
卡車,3,N,
開放,3,VS/VA,
開花,3,VS,
開朗,3,VS,
開玩笑,3,VA,
看不起,3,VS,
看法,3,N,
看起來,3,Adv,
考,3,VA,
棵,3,M,
刻,3,M/VA,
科,3,M,
科技,3,N,
可,3,Adv/VS,
可靠,3,VS,
可樂,3,N,
可惡,3,VS,
可惜,3,VS,
渴望,3,VS,
克,3,M,
克服,3,VS,
課程,3,N,
課堂,3,N,
課文,3,N,
客滿,3,VS,
肯,3,VS,
肯定,3,VS,
空,3,Adv/VS/N,
空間,3,N,
空軍,3,N,
恐怕,3,Adv,
口袋,3,N,
口味,3,N,
誇張,3,VS,
快要,3,Adv,
寬,3,VS,
況且,3,Conj,
困難,3,VS/N,
擴大,3,VA,
拉肚子,3,VA,
啦,3,P,
來不及,3,VS,
來得及,3,VS,
藍,3,VS,
浪漫,3,VS,
老公,3,N,
老虎,3,N,
老婆,3,N,
老實,3,VS,
老是,3,Adv,
樂,3,VS,
樂觀,3,VS,
樂趣,3,N,
垃圾,3,N,
淚,3,N,
類,3,M,
冷淡,3,VS,
離婚,3,VA,
里,3,M,
裏,3,N,
裡邊,3,N,
理解,3,VS,
理論,3,VA/N,
理想,3,VS/N,
裏面,3,N,
禮堂,3,N,
力,3,N,
力量,3,N,
厲害,3,VS,
立刻,3,Adv,
例如,3,Prep,
例子,3,N,
利益,3,N,
利用,3,VA,
連,3,Adv/VS/Conj,
連絡,3,VA,
聯絡,3,VA,
連續劇,3,N,
練,3,VA,
戀愛,3,VS,
涼,3,VS,
良好,3,VS,
亮,3,VS/VA,
聊,3,VA,
了不起,3,VS,
靈魂,3,N,
零錢,3,N,
零用錢,3,N,
領,3,VA,
領導,3,N/VA,
領域,3,N,
令,3,VS/VA,
流,3,VA,
流汗,3,VA,
流血,3,VA,
留學,3,VA,
留學生,3,N,
龍,3,N,
錄,3,VA,
錄取,3,VA,
錄音,3,VA,
露營,3,VA,
亂,3,VS,
輪胎,3,N,
旅客,3,N,
綠,3,VS,
律師,3,N,
馬桶,3,N,
碼頭,3,N,
螞蟻,3,N,
罵,3,VA,
嘛,3,P,
滿足,3,VS,
慢慢,3,VS,
慢跑,3,VA,
慢用,3,VA,
毛病,3,N,
貿易,3,N,
沒什麼,3,VS,
沒想到,3,Adv,
玫瑰,3,N,
美好,3,VS,
夢,3,N,
迷路,3,VS,
迷人,3,VS,
米飯,3,N,
米粉,3,N,
秘密,3,N,
祕密,3,N,
密切,3,VS,
免費,3,VS,
面,3,M/N,
面積,3,N,
面前,3,N,
麵條,3,N,
描寫,3,VA,
秒,3,M,
廟,3,N,
民國,3,N,
民族,3,N,
名,3,M/VA,
名詞,3,N,
明白,3,Adv/VS,
明顯,3,VS,
明星,3,N,
命,3,VA/N,
摸,3,VA,
摩托車,3,N,
機車,3,N,
陌生,3,VS,
某,3,Det,
木,3,N,
木頭,3,N,
目的,3,N,
目前,3,N,
拿手,3,VS,
哪裏,3,Adv/N,
哪裏兒,3,Adv,
哪些,3,Det,
那裏,3,N,
那樣,3,Adv/VS,
奶,3,N,
奶茶,3,N,
耐心,3,Adv/N,
南方,3,N,
難怪,3,Adv,
難看,3,VS,
腦,3,N,
腦子,3,N,
鬧鐘,3,N,
內,3,N,
內容,3,N,
能夠,3,Adv,
能力,3,N,
年代,3,N,
年齡,3,N,
年年,3,Adv,
念書,3,VA,
農業,3,N,
女士,3,N,
喔,3,P,
哦,3,P,
噢,3,P,
拍,3,VA,
排,3,M/VA,
牌子,3,N,
盼望,3,VS,
旁,3,N,
陪,3,VA,
培養,3,VA,
配,3,VS/VA,
配合,3,VA,
碰,3,VA,
碰到,3,VA,
碰上,3,VA,
批評,3,VA,
皮,3,VS/N,
皮帶,3,N,
皮膚,3,N,
皮鞋,3,N,
篇,3,M,
騙子,3,N,
品質,3,N,
坪,3,M,
平,3,VS,
平安,3,VS,
平等,3,VS,
平時,3,N,
平原,3,N,
瓶子,3,N,
破,3,VS,
破壞,3,VA,
葡萄,3,N,
普遍,3,VS,
欺負,3,VA,
其次,3,Conj,
其實,3,Adv,
其中,3,Det,
期,3,M/N,
期間,3,N,
氣,3,VS/N,
氣溫,3,N,
汽水,3,N,
企業,3,N,
簽名,3,VA,
簽證,3,N,
謙虛,3,VS,
前年,3,N,
淺,3,VS,
強盜,3,N,
強調,3,VA,
搶,3,VA,
親,3,VS/VA,
親切,3,VS,
親手,3,Adv,
親眼,3,Adv,
親自,3,Adv,
清,3,VS/VA,
青年,3,N,
青少年,3,N,
輕鬆,3,VS,
晴,3,VS,
情,3,N,
情人,3,N,
情況,3,N,
情形,3,N,
請教,3,VA,
請求,3,VA,
窮,3,VS,
求,3,VA,
球,3,N,
球場,3,N,
球賽,3,N,
球員,3,N,
取代,3,VA,
去世,3,VS,
全,3,Det,
全球,3,N,
全身,3,N,
缺點,3,N,
卻,3,Adv,
確定,3,VS,
確認,3,VA,
熱狗,3,N,
熱水,3,N,
人家,3,N,
人間,3,N,
人口,3,N,
人類,3,N,
人們,3,N,
人民,3,N,
人人,3,N,
人數,3,N,
人物,3,N,
忍,3,VS,
忍耐,3,VS,
認,3,VA,
認得,3,VS,
任務,3,N,
扔,3,VA,
仍,3,Adv,
仍然,3,Adv,
日出,3,VA,
日記,3,N,
日子,3,N,
如,3,Prep/Conj/VA,
如此,3,Adv/VS,
如下,3,VS,
如意,3,VS,
弱,3,VS,
傘,3,N,
殺,3,VA,
曬,3,VA,
山區,3,N,
傷害,3,N/VA,
商品,3,N,
商人,3,N,
商業,3,N,
上當,3,VS,
上帝,3,N,
上街,3,VA,
上衣,3,N,
燒,3,VA,
蛇,3,N,
設備,3,N,
設計,3,VA/N,
深,3,VS,
深入,3,VS/VA,
身邊,3,N,
身高,3,N,
身上,3,N,
甚至,3,Adv/Conj,
升,3,VA,
聲,3,M,
聲調,3,N,
生,3,VS/VA,
生產,3,VA,
生動,3,VS,
生命,3,N,
生意,3,N,
生字,3,N,
省,3,VS/N,
省錢,3,VS,
剩,3,VS,
剩下,3,VS,
濕,3,VS,
失戀,3,VS,
失去,3,VS,
獅子,3,N,
十分,3,Adv,
石頭,3,N,
石油,3,N,
時,3,N,
時代,3,N,
時刻,3,N,
實話,3,N,
實際,3,VS,
實力,3,N,
實行,3,VA,
實在,3,Adv/VS,
使得,3,VS,
使用,3,VA,
事實,3,N,
事業,3,N,
適應,3,VS,
市長,3,N,
收穫,3,N,
收音機,3,N,
熟,3,VS,
首,3,M/Det,
手套,3,N,
手續,3,N,
受得了,3,VS,
書包,3,N,
書架,3,N,
蔬菜,3,N,
舒適,3,VS,
叔叔,3,N,
熟悉,3,VS,
數,3,Det/VA,
數字,3,N,
樹木,3,N,
刷牙,3,VA,
帥,3,VS,
水餃,3,N,
水平,3,N,
水準,3,N,
睡著,3,VS,
順便,3,Adv,
順利,3,VS,
說法,3,N,
說明,3,VA/N,
說起來,3,Adv,
思考,3,VA,
思想,3,N,
似乎,3,Adv,
寺廟,3,N,
速度,3,N,
算了,3,VS,
隨便,3,VS,
隨時,3,Adv,
所,3,Adv/M,
所謂,3,VS,
它,3,N,
它們,3,N,
台,3,M,
抬,3,VA,
颱風,3,N,
態度,3,N,
談話,3,VA,
堂,3,M/N,
討厭,3,VS,
套,3,M/VA,
特地,3,Adv,
特色,3,N,
特殊,3,VS,
提,3,VA,
提到,3,VA,
提高,3,VA,
提供,3,VA,
題材,3,N,
題目,3,N,
體會,3,VS,
體力,3,N,
體貼,3,VS,
體重,3,N,
替,3,Prep,
天堂,3,N,
天天,3,Adv,
天下,3,N,
田,3,N,
填,3,VA,
甜點,3,N,
條件,3,N,
挑戰,3,N/VA,
貼,3,VA,
鐵,3,N,
鐵路,3,N,
聽見,3,VA,
聽力,3,N,
聽起來,3,Adv,
聽眾,3,N,
挺,3,Adv/VS/VA,
通,3,VS/M,
通過,3,VA,
同,3,Adv/Prep/VS/Det,
同情,3,VS,
同時,3,N,
同樣,3,Adv/VS,
痛苦,3,VS,
投,3,VA,
投資,3,N/VA,
頭痛,3,VS,
圖,3,VA/N,
突然,3,Adv,
土,3,N,
土地,3,N,
兔子,3,N,
團體,3,N,
團圓,3,VS,
推,3,VA,
推薦,3,VA,
推銷,3,VA,
退步,3,VS,
退休,3,VS,
脫,3,VA,
娃娃,3,N,
外邊,3,N,
外公,3,N,
外婆,3,N,
外文,3,N,
外語,3,N,
完成,3,VA,
完全,3,Adv,
玩具,3,N,
萬一,3,Conj,
網,3,N,
網路,3,N,
往往,3,Adv,
忘記,3,VS,
維持,3,VS,
微笑,3,VA,
為主,3,VS,
偉大,3,VS,
為,3,Prep/VA,
未來,3,N,
位置,3,N,
位子,3,N,
溫柔,3,VS,
文件,3,N,
文學,3,N,
文字,3,N,
聞,3,VA,
穩定,3,VS,
問好,3,VA,
問候,3,VA,
握手,3,VA,
屋子,3,N,
無,3,VS,
無法,3,Adv,
無論如何,3,Conj,
無窮,3,VS,
無所謂,3,VS,
誤會,3,VS/N,
物價,3,N,
西北,3,N,
西餐,3,N,
西方,3,N,
西南,3,N,
吸毒,3,VA,
吸收,3,VA,
吸引,3,VS,
犧牲,3,VS,
喜愛,3,VS,
細,3,VS,
細心,3,VS,
戲,3,N,
戲劇,3,N,
系統,3,N,
下來,3,/N,
嚇,3,VS,
嚇一跳,3,VS,
線,3,N,
現代,3,VS/N,
現實,3,VS/N,
現象,3,N,
限制,3,VA/N,
相當,3,Adv/VS,
相對,3,VS,
相反,3,VS,
相關,3,VS,
相同,3,VS,
箱子,3,N,
香水,3,N,
詳細,3,VS,
響,3,VS,
